REGISTRATION,OPERATOR,TYPE,POPULAR NAME,OPERATION TYPE,EGOW FLIGHT TYPE,CAA FLIGHT TYPE,JET/PROP,CAA OPR,CAA OPR PFX,CAA LESSOR PREFIX,CAA FLIGHT,FIXED C/S,SEATS,WARNINGS,NOTES,ICAO 24,ICAO ACFT CLASS,OWNER,COUNTRY
EI-GDY,,B738,,,,,,,,,,,,,,4CACA8,L2J,,IRELAND
EI-GEA,,CRJ9,,,,,,,,,,,,,,4CACB0,L2J,,IRELAND
EI-GEB,,CRJ9,,,,,,,,,,,,,,4CACD9,L2J,,IRELAND
EI-GEC,,CRJ9,,,,,,,,,,,,,,4CAFD6,L2J,,IRELAND
EI-GED,,CRJ9,,,,,,,,,,,,,,4CAFD7,L2J,,IRELAND
EI-GEF,CITYJET,CRJ9,,,,,,,BCY,,,CITY-IRELAND,,,,4CAFD8,L2J,,IRELAND
EI-GEG,,E190,,,,,,,,,,,,,,4CACBC,L2J,,IRELAND
EI-GEH,,CRJ9,,,,,,,,,,,,,,4CACBD,L2J,,IRELAND
EI-GEO,,SVNH,,,,,,,,,,,,,,4CACDA,L1P,,IRELAND
EI-GEU,,B77W,,,,,,,,,,,,,,4CAF86,L2J,,IRELAND
EI-GEY,,A332,,,,,,,,,,,,,,4CAF91,L2J,,IRELAND
EI-GFA,,B77W,,,,,,,,,,,,,,4CAF92,L2J,,IRELAND
EI-GFB,,B77W,,,,,,,,,,,,,,4CAF93,L2J,,IRELAND
EI-GFD,,A332,,,,,,,,,,,,,,4CACCE,L2J,,IRELAND
EI-GFL,,A332,,,,,,,,,,,,,,4CACD6,L2J,,IRELAND
EI-GFP,,B738,,,,,,,,,,,,,,4CAF9B,L2J,,IRELAND
EI-GFR,,B737,,,,,,,,,,,,,,4CAF9C,L2J,,IRELAND
EI-GFX,,A332,,,,,,,,,,,,,,4CAFA3,L2J,,IRELAND
EI-GFY,,B38M,,,,,,,,,,,,,,4CAFA8,L2J,,IRELAND
EI-GGC,,E195,,,,,,,,,,,,,,4CAFA7,L2J,,IRELAND
EI-GGE,,ULAC,,,,,,,,,,,,,,4CA8B0,,,IRELAND
EI-GGJ,,A139,,,,,,,,,,,,,,4CAFB1,H2T,,IRELAND
EI-GGK,,B38M,,,,,,,,,,,,,,4CAFB6,L2J,,IRELAND
EI-GGL,,B38M,,,,,,,,,,,,,,4CAFB7,L2J,,IRELAND
EI-GGO,,A332,,,,,,,,,,,,,,4CAFBB,L2J,,IRELAND
EI-GGR,,A332,,,,,,,,,,,,,,4CAFBD,L2J,,IRELAND
EI-GHA,,B734,,,,,,,,,,,,,,4CAFCA,L2J,,IRELAND
EI-GHB,,B734,,,,,,,,,,,,,,4CAFCB,L2J,,IRELAND
EI-GHC,,B734,,,,,,,,,,,,,,4CA907,L2J,,IRELAND
EI-GHS,,ULAC,,,,,,,,,,,,,,4CAFEF,,,IRELAND
EI-GHU,,A119,,,,,,,,,,,,,,4CA8DD,H1T,,IRELAND
EI-GHW,,B505,,,,,,,,,,,,,,4CAFEE,H1T,,IRELAND
EI-GHZ,,C208,,,,,,,,,,,,,,4CAC98,L1T,,IRELAND
EI-GIJ,,RV9,,,,,,,,,,,,,,4CA92F,L1P,,IRELAND
EI-GIM,,B738,,,,,,,,,,,,,,4CA92C,,,IRELAND
EI-GIN,,A321,,,,,,,,,,,,,,4CACED,L2J,,IRELAND
EI-GIU,,C172,,,,,,,,,,,,,,4CA9B1,L1P,,IRELAND
EI-GJF,,B738,,,,,,,,,,,,,,4CACC0,L2J,,IRELAND
EI-GJK,RYANAIR,B738,,,,,,,RYR,,,RYANAIR,,,,4CACC5,L2J,,IRELAND
EI-GJL,,AS65,,,,,,,,,,,,,,4CA689,H2T,ANGLO BEEF PROCESSORS IRELAND PRIVATE UNLIMITED COMPANY,IRELAND
EI-GJN,,B738,,,,,,,,,,,,,,4CACDB,L2J,,IRELAND
EI-GJP,,B738,,,,,,,,,,,,,,4CACDD,L2J,,IRELAND
EI-GJS,,B738,,,,,,,,,,,,,,4CACDF,L2J,,IRELAND
EI-GJT,,B738,,,,,,,,,,,,,,4CACE0,L2J,,IRELAND
EI-GKN,,C172,,,,,,,,,,,,,,4CA985,L1P,,IRELAND
EI-GKY,,CLON,,,,,,,,,,,,,,4CA9A7,G1P,,IRELAND
EI-GLA,,GLID,,,,,,,,,,,,,,4CA576,,DUBLIN GLIDING CLUB LIMITED,IRELAND
EI-GLB,,GLID,,,,,,,,,,,,,,4CA577,,DUBLIN GLIDING CLUB LIMITED,IRELAND
EI-GLC,,GLID,,,,,,,,,,,,,,4CA596,,DUBLIN GLIDING CLUB LIMITED,IRELAND
EI-GLD,,GLID,,,,,,,,,,,,,,4CA578,,DUBLIN GLIDING CLUB LIMITED,IRELAND
EI-GLF,,GLID,,,,,,,,,,,,,,4CA5A1,,DUBLIN GLIDING CLUB LIMITED,IRELAND
EI-GLP,,GLID,,,,,,,,,,,,,,4CA5C2,,CASHIN JAMES,IRELAND
EI-GLT,,GLID,,,,,,,,,,,,,,4CA59A,,DEANE THOMAS,IRELAND
EI-GMB,,GLID,,,,,,,,,,,,,,4CA59D,,ASW-17 GROUP,IRELAND
EI-GMC,,GLID,,,,,,,,,,,,,,4CA59E,,THE EIGHTEEN GROUP,IRELAND
EI-GMF,,GLID,,,,,,,,,,,,,,4CA5AB,,DUBLIN GLIDING CLUB LIMITED,IRELAND
EI-GMH,,J3,,,,,,,,,,,,,,4CA35B,L1P,MATHEWS JOHN,IRELAND
EI-GML,,GLID,,,,,,,,,,,,,,4CA710,,,IRELAND
EI-GMN,,DG80,,,,,,,,,,,,,,4CA795,L1P,,IRELAND
EI-GOD,,P28A,,,,,,,,,,,,,,4CA9B7,L1P,,IRELAND
EI-GOU,,A139,,,,,,,,,,,,,,4CAA07,H2T,,IRELAND
EI-GPH,,B06,,,,,,,,,,,,,,4CAA36,H1T,,IRELAND
EI-GPN,,AT76,,,,,,,,,,,,,,4CAA53,L2T,,IRELAND
EI-GPO,,AT76,,,,,,,,,,,,,,4CAA54,L2T,,IRELAND
EI-GPP,,AT76,,,,,,,,,,,,,,4CAA55,L2T,,IRELAND
EI-GPS,,G120,,,,,,,,,,,,,,4CAFB9,L1P,,IRELAND
EI-GRA,,UF13,,,,,,,,,,,,,,4CAFEA,L1P,,IRELAND
EI-GRB,,J3,,,,,,,,,,,,,,4CAB7F,,,IRELAND
EI-GRD,,DR40,,,,,,,,,,,,,,4CABC8,L1P,,IRELAND
EI-GRI,,SVNH,,,,,,,,,,,,,,4CAABB,L1P,,IRELAND
EI-GRJ,,B738,,,,,,,,,,,,,,4CAAC1,L2J,,IRELAND
EI-GRM,,DA42,,,,,,,,,,,,,,4CAC38,L2P,,IRELAND
EI-GRN,,DA42,,,,,,,,,,,,,,4CAC7E,L2P,,IRELAND
EI-GRR,,DR40,,,,,,,,,,,,,,4CAE40,,,IRELAND
EI-GRV,,RV7,,,,,,,,,,,,,,4CAAB3,L1P,,IRELAND
EI-GRX,,C172,,,,,,,,,,,,,,4CAB37,L1P,,IRELAND
EI-GRY,,M20P,,,,,,,,,,,,,,4CAADE,L1P,,IRELAND
EI-GRZ,,A320,,,,,,,,,,,,,,4CAB16,,,IRELAND
EI-GSC,,B738,,,,,,,,,,,,,,4CAF90,L2J,,IRELAND
EI-GSG,RYANAIR,B738,,,,,,,RYR,,,RYANAIR,,,,4CAFB3,L2J,RYANAIR,IRELAND
EI-GSH,RYANAIR,B738,,,,,,,RYR,,,RYANAIR,,,,4CAFB4,L2J,,IRELAND
EI-GSI,,B738,,,,,,,,,,,,,,4CAFB5,L2J,,IRELAND
EI-GSJ,,B738,,,,,,,,,,,,,,4CAFC1,L2J,,IRELAND
EI-GSK,RYANAIR,B738,,,,,,,RYR,,,RYANAIR,,,,4CAFC0,L2J,RYANAIR,IRELAND
EI-GSM,,C182,,,,,,,,,,,,,,4CA362,L1P,WESTPOINT FLYING GROUP LIMITED,IRELAND
EI-GSN,,B738,,,,,,,,,,,,,,4CAA92,L2J,,IRELAND
EI-GSV,,A320,,,,,,,,,,,,,,4CAB02,,,IRELAND
EI-GSY,,A320,,,,,,,,,,,,,,4CABC9,,,IRELAND
EI-GSZ,,A320,,,,,,,,,,,,,,4CABCA,L2J,,IRELAND
EI-GTB,,SVNH,,,,,,,,,,,,,,4CAB24,L1P,,IRELAND
EI-GTC,,HR20,,,,,,,,,,,,,,4CAB25,L1P,,IRELAND
EI-GTH,,E190,,,,,,,,,,,,,,4CAB58,L2J,,IRELAND
EI-GTP,,B738,,,,,,,,,,,,,,4CAB3F,L2J,,IRELAND
EI-GTX,,SKRA,,,,,,,,,,,,,,4CAC39,L1P,,IRELAND
EI-GUA,,B734,,,,,,,,,,,,,,4CAB69,L2J,,IRELAND
EI-GUB,,B734,,,,,,,,,,,,,,4CAB6B,L2J,,IRELAND
EI-GUC,,A320,,,,,,,,,,,,,,4CAB79,,,IRELAND
EI-GUD,,A319,,,,,,,,,,,,,,4CAB87,L2J,,IRELAND
EI-GUG,,A320,,,,,,,,,,,,,,4CABBA,L2J,,IRELAND
EI-GUH,,A320,,,,,,,,,,,,,,4CABBB,L2J,,IRELAND
EI-GUI,,R44,,,,,,,,,,,,,,4CABE0,H1P,,IRELAND
EI-GUL,,AT76,,,,,,,,,,,,,,4CABC3,L2T,,IRELAND
EI-GUM,FEDERAL EXPRESS,AT76,,,,,,,FDX,,,FEDEX,,,,4CABC4,L2T,,IRELAND
EI-GUO,,AT76,,,,,,,,,,,,,,4CABC5,L2T,,IRELAND
EI-GUP,FEDERAL EXPRESS,AT76,,,,,,,FDX,,,FEDEX,,,,4CABC6,L2T,,IRELAND
EI-GUR,,AT76,,,,,,,,,,,,,,4CABC7,L2T,,IRELAND
EI-GUZ,,SVNH,,,,,,,,,,,,,,4CABEE,L1P,,IRELAND
EI-GVC,,WT9,,,,,,,,,,,,,,4CABE4,L1P,,IRELAND
EI-GVG,,AC11,,,,,,,,,,,,,,4CABF3,L1P,,IRELAND
EI-GVH,,A332,,,,,,,,,,,,,,4CABF4,L2J,,IRELAND
EI-GVL,,C172,,,,,,,,,,,,,,4CAF06,,,IRELAND
EI-GVM,,R22,,,,,,,,,,,,,,4CA8A5,H1P,DERHAM BRIAN ANTHONY,IRELAND
EI-GVN,,B738,,,,,,,,,,,,,,4CABF8,,,IRELAND
EI-GVO,,B738,,,,,,,,,,,,,,4CABF9,,,IRELAND
EI-GVS,,RBEL,,,,,,,,,,,,,,4CAC27,,,IRELAND
EI-GVW,,B737,,,,,,,,,,,,,,4CAC31,L2J,,IRELAND
EI-GWA,ALISCARGO AIRLINES,B772,,,,,,,LSI,,,,,,,4CAC2D,L2J,,IRELAND
EI-GWB,,B772,,,,,,,,,,,,,,4CAC2E,L2J,,IRELAND
EI-GWE,,B738,,,,,,,,,,,,,,4CAC34,L2J,,IRELAND
EI-GWL,,A320,,,,,,,,,,,,,,4CAC40,,,IRELAND
EI-GWP,,B738,,,,,,,,,,,,,,4CAC49,,,IRELAND
EI-GWS,,B738,,,,,,,,,,,,,,4CAC4B,,,IRELAND
EI-GWX,,B738,,,,,,,,,,,,,,4CAC3C,L2J,,IRELAND
EI-GWY,,C172,,,,,,,,,,,,,,4CA36C,L1P,ATLANTIC FLIGHT TRAINING LIMITED,IRELAND
EI-GWZ,,A359,,,,,,,,,,,,,,4CAC58,L2J,,IRELAND
EI-GXG,,B738,,,,,,,,,,,,,,4CAFC2,L2J,,IRELAND
EI-GXH,,B738,,,,,,,,,,,,,,4CAFC3,L2J,,IRELAND
EI-GXI,,B738,,,,,,,,,,,,,,4CAFC4,L2J,,IRELAND
EI-GXJ,,B738,,,,,,,,,,,,,,4CAFCF,L2J,,IRELAND
EI-GXK,,B738,,,,,,,,,,,,,,4CAFD0,L2J,,IRELAND
EI-GXL,,B738,,,,,,,,,,,,,,4CAFD1,L2J,,IRELAND
EI-GXM,,B738,,,,,,,,,,,,,,4CAFD2,L2J,,IRELAND
EI-GXN,RYANAIR,B738,,,,,,,RYR,,,RYANAIR,,,,4CAFD3,L2J,,IRELAND
EI-GXO,,B738,,,,,,,,,,,,,,4CAC52,,,IRELAND
EI-GXR,,A169,,,,,,,,,,,,,,4CAC59,H2T,,IRELAND
EI-GXS,,A169,,,,,,,,,,,,,,4CAC5A,H2T,,IRELAND
EI-GXV,,A320,,,,,,,,,,,,,,4CAC67,,,IRELAND
EI-GYD,,SVNH,,,,,,,,,,,,,,4CAC71,L1P,,IRELAND
EI-GYG,,A319,,,,,,,,,,,,,,4CAC74,,,IRELAND
EI-GYO,,B738,,,,,,,,,,,,,,4CAD04,L2J,,IRELAND
EI-GYP,,B738,,,,,,,,,,,,,,4CAD05,L2J,,IRELAND
EI-GYS,,C172,,,,,,,,,,,,,,4CAD06,L1P,,IRELAND
EI-GYT,,C172,,,,,,,,,,,,,,4CAD07,L1P,,IRELAND
EI-GYU,,B738,,,,,,,,,,,,,,4CAD08,,,IRELAND
EI-GYV,,E295,,,,,,,,,,,,,,4CAD09,,,IRELAND
EI-GYW,,E295,,,,,,,,,,,,,,4CAD0B,,,IRELAND
EI-GYX,,E295,,,,,,,,,,,,,,4CAD0A,,,IRELAND
EI-GYY,,A320,,,,,,,,,,,,,,4CAD0C,L2J,,IRELAND
EI-GZA,,B38M,,,,,,,,,,,,,,4CACF3,L2J,,IRELAND
EI-GZB,,B38M,,,,,,,,,,,,,,4CACF4,L2J,,IRELAND
EI-GZC,,B38M,,,,,,,,,,,,,,4CACF5,L2J,,IRELAND
EI-GZD,,B38M,,,,,,,,,,,,,,4CACF6,,,IRELAND
EI-GZE,,B38M,,,,,,,,,,,,,,4CACF7,L2J,,IRELAND
EI-GZF,,B38M,,,,,,,,,,,,,,4CACF8,L2J,,IRELAND
EI-GZG,,B38M,,,,,,,,,,,,,,4CACF9,L2J,,IRELAND
EI-GZH,,B38M,,,,,,,,,,,,,,4CACFA,,,IRELAND
EI-GZJ,,B38M,,,,,,,,,,,,,,4CACFC,,,IRELAND
EI-GZK,,B38M,,,,,,,,,,,,,,4CACFD,,,IRELAND
EI-GZL,,B38M,,,,,,,,,,,,,,4CACFE,,,IRELAND
EI-GZM,,B38M,,,,,,,,,,,,,,4CACFF,L2J,,IRELAND
EI-GZN,,B38M,,,,,,,,,,,,,,4CAD00,,,IRELAND
EI-GZV,,AT76,,,,,,,,,,,,,,4CAD13,L2T,,IRELAND
EI-GZW,AER LINGUS,AT76,,,,,,,EIN,,,,,,,4CAD14,,,IRELAND
EI-GZY,,AT76,,,,,,,,,,,,,,4CAD15,L2T,,IRELAND
EI-GZZ,,B738,,,,,,,,,,,,,,4CAD19,,,IRELAND
EI-HAA,,B734,,,,,,,,,,,,,,4CA83D,L2J,ASL AIRCRAFT INVESTMENT (NO.2) LIMITED,IRELAND
EI-HAB,,AT76,,,,,,,,,,,,,,4CACA1,L2T,,IRELAND
EI-HAC,,AT75,,,,,,,,,,,,,,4CACB1,L2T,,IRELAND
EI-HAD,ASL AIRLINES,AT75,,,,,,,ABR,,,,,,,4CACA2,,,IRELAND
EI-HAE,FEDEX,AT76,,,,,,,FDX,,,,,,,4CACA3,,,IRELAND
EI-HAF,FEDEX,AT76,,,,,,,FDX,,,,,,,4CAE78,,,IRELAND
EI-HAG,ASL AIRLINES IRELAND,AT72,,,,,,,ABR,,,CONTRACT,,,,4CAE87,,ASL IRELAND,IRELAND
EI-HAI,,B789,,,,,,,,,,,,,,4CAD1A,L2J,,IRELAND
EI-HAJ,,A333,,,,,,,,,,,,,,4CAD1B,L2J,,IRELAND
EI-HAK,,C172,,,,,,,,,,,,,,4CAD23,L1P,,IRELAND
EI-HAO,,C172,,,,,,,,,,,,,,4CAD21,L1P,,IRELAND
EI-HAP,,C172,,,,,,,,,,,,,,4CAD22,L1P,,IRELAND
EI-HAR,,C42,,,,,,,,,,,,,,4CAD2F,,,IRELAND
EI-HAT,RYANAIR,B38M,,,,,,,RYR,,,RYANAIR,,,,4CA92B,L2J,,IRELAND
EI-HAW,,B38M,,,,,,,,,,,,,,4CA95E,L2J,,IRELAND
EI-HAX,,B38M,,,,,,,,,,,,,,4CA9A9,L2J,,IRELAND
EI-HAY,,B38M,,,,,,,,,,,,,,4CA9AA,L2J,,IRELAND
EI-HBA,,CRJX,,,,,,,,,,,,,,4CAFDB,L2J,,IRELAND
EI-HBB,,CRJX,,,,,,,,,,,,,,4CAA86,L2J,,IRELAND
EI-HBC,,CRJX,,,,,,,,,,,,,,4CAC28,L2J,,IRELAND
EI-HCO,,B789,,,,,,,,,,,,,,4CAD27,L2J,,IRELAND
EI-HCP,,A320,,,,,,,,,,,,,,4CAD2C,,,IRELAND
EI-HCT,,B789,,,,,,,,,,,,,,4CAD2E,,,IRELAND
EI-HCW,,A320,,,,,,,,,,,,,,4CAD33,L2J,,IRELAND
EI-HCX,,A21N,,,,,,,,,,,,,,4CAD34,,,IRELAND
EI-HDG,,A319,,,,,,,,,,,,,,4CAC80,L2J,,IRELAND
EI-HDH,,AT76,,,,,,,,,,,,,,4CAD6D,L2T,,IRELAND
EI-HDI,,AT76,,,,,,,,,,,,,,4CAD9F,L2T,,IRELAND
EI-HDJ,,AT76,,,,,,,,,,,,,,4CAD50,L2T,,IRELAND
EI-HDK,,AT76,,,,,,,,,,,,,,4CAD51,L2T,,IRELAND
EI-HDL,,B738,,,,,,,,,,,,,,4CAD60,,,IRELAND
EI-HDM,,A320,,,,,,,,,,,,,,4CAD61,L2J,,IRELAND
EI-HDV,,TOBA,,,,,,,,,,,,,,4CAD6A,,,IRELAND
EI-HDW,,SKRA,,,,,,,,,,,,,,4CAD6B,,,IRELAND
EI-HDZ,,E190,,,,,,,,,,,,,,4CAD6F,L2J,,IRELAND
EI-HEA,,A332,,,,,,,,,,,,,,4CACA6,L2J,,IRELAND
EI-HEB,,A333,,,,,,,,,,,,,,4CACA7,L2J,,IRELAND
EI-HEC,ASL AIRLINES IRELAND,A333,,,,,,,ABR,,,CONTRACT,,,,4CAF9F,L2J,,IRELAND
EI-HEE,,A332,,,,,,,,,,,,,,4CAB31,L2J,,IRELAND
EI-HEN,RYANAIR,B38M,,,,,,,RYR,,,RYANAIR,,,,4CAC1E,L2J,,IRELAND
EI-HES,,B38M,,,,,,,,,,,,,,4CAD28,L2J,,IRELAND
EI-HET,,B38M,,,,,,,,,,,,,,4CAD29,L2J,,IRELAND
EI-HEV,,B38M,,,,,,,,,,,,,,4CAD2A,L2J,,IRELAND
EI-HEW,,B38M,,,,,,,,,,,,,,4CAD2B,L2J,,IRELAND
EI-HEY,,B38M,,,,,,,,,,,,,,4CAD39,L2J,,IRELAND
EI-HEZ,,B38M,,,,,,,,,,,,,,4CAC1F,L2J,,IRELAND
EI-HFC,,DHC1,,,,,,,,,,,,,,4CACE2,L1P,IRISH HISTORIC FLIGHT FOUNDATION COMPANY LIMITED BY GUARANTEE,IRELAND
EI-HGA,,B739,,,,,,,,,,,,,,4CAD8A,L2J,,IRELAND
EI-HGB,,B739,,,,,,,,,,,,,,4CAC8B,L2J,,IRELAND
EI-HGC,,B739,,,,,,,,,,,,,,4CAD8C,,,IRELAND
EI-HGD,,B739,,,,,,,,,,,,,,4CAD8D,L2J,,IRELAND
EI-HGE,,B38M,,,,,,,,,,,,,,4CAD4F,L2J,,IRELAND
EI-HGF,,B38M,,,,,,,,,,,,,,4CAC84,L2J,,IRELAND
EI-HGG,,B38M,,,,,,,,,,,,,,4CAC20,L2J,,IRELAND
EI-HGH,,B38M,,,,,,,,,,,,,,4CAC85,L2J,,IRELAND
EI-HGL,,B38M,,,,,,,,,,,,,,4CAC23,L2J,,IRELAND
EI-HGM,,B38M,,,,,,,,,,,,,,4CAC24,L2J,,IRELAND
EI-HGN,,B38M,,,,,,,,,,,,,,4CAD3A,L2J,,IRELAND
EI-HGO,RYANAIR,B38M,,,,,,,RYR,,,RYANAIR,,,,4CAC53,L2J,,IRELAND
EI-HGP,RYANAIR,B38M,,,,,,,RYR,,,RYANAIR,,,,4CAC54,L2J,,IRELAND
EI-HGR,,B38M,,,,,,,,,,,,,,4CAC55,L2J,,IRELAND
EI-HGS,,B38M,,,,,,,,,,,,,,4CAD3B,L2J,,IRELAND
EI-HGT,,B38M,,,,,,,,,,,,,,4CAC56,L2J,,IRELAND
EI-HGV,,B38M,,,,,,,,,,,,,,4CAD54,L2J,,IRELAND
EI-HGW,,B38M,,,,,,,,,,,,,,4CAD0F,L2J,,IRELAND
EI-HGX,,B38M,,,,,,,,,,,,,,4CAD10,L2J,,IRELAND
EI-HGY,RYANAIR,B38M,,,,,,,RYR,,,RYANAIR,,,,4CAD11,L2J,,IRELAND
EI-HGZ,,B38M,,,,,,,,,,,,,,4CAD12,L2J,,IRELAND
EI-HHA,,HR20,,,,,,,,,,,,,,4CAC44,L1P,,IRELAND
EI-HHC,,DA42,,,,,,,,,,,,,,4CAD75,L2P,,IRELAND
EI-HHD,,DA42,,,,,,,,,,,,,,4CAD76,,,IRELAND
EI-HHE,,RV8,,,,,,,,,,,,,,4CAC81,,,IRELAND
EI-HHF,,A320,,,,,,,,,,,,,,4CAD77,L2J,,IRELAND
EI-HHG,,C172,,,,,,,,,,,,,,4CAC91,L1P,,IRELAND
EI-HHI,,BCS3,,,,,,,,,,,,,,4CAD52,L2J,,IRELAND
EI-HHJ,,BCS3,,,,,,,,,,,,,,4CAD53,L2J,,IRELAND
EI-HHK,,BCS3,,,,,,,,,,,,,,4CAD55,L2J,,IRELAND
EI-HHL,,BCS3,,,,,,,,,,,,,,4CAD56,L2J,,IRELAND
EI-HHM,ITA AIRWAYS,BCS3,,,,,,,ITY,,,,,,,4CAD57,,,IRELAND
EI-HHN,ITA AIRWAYS,BCS3,,,,,,,ITY,,,,,,,4CAD58,,,IRELAND
EI-HHO,ITA AIRWAYS,BCS3,,,,,,,ITY,,,,,,,4CAC82,,,IRELAND
EI-HHP,ITA AIRWAYS,BCS3,,,,,,,ITY,,,,,,,4CAD59,,,IRELAND
EI-HHR,ITA AIRWAYS,BCS3,,,,,,,ITY,,,,,,,4CAD5A,,,IRELAND
EI-HHS,ITA AIRWAYS,BCS3,,,,,,,ITY,,,,,,,4CAD5B,,,IRELAND
EI-HHT,ITA AIRWAYS,BCS3,,,,,,,ITY,,,,,,,4CAD5C,,,IRELAND
EI-HHU,ITA AIRWAYS,BCS3,,,,,,,ITY,,,,,,,4CAD5D,,,IRELAND
EI-HHW,ITA AIRWAYS,BCS3,,,,,,,ITY,,,,,,,4CAD5F,,,IRELAND
EI-HIA,CITYJET,CRJX,,,,,,,BCY,,,,,,,4CABDA,,,IRELAND
EI-HIB,CITYJET,CRJX,,,,,,,BCY,,,,,,,4CABDB,,,IRELAND
EI-HIC,,CRJX,,,,,,,,,,,,,,4CABDC,L2J,,IRELAND
EI-HID,CITYJET,CRJX,,,,,,,BCY,,,,,,,4CABDD,,,IRELAND
EI-HIE,CITYJET,CRJX,,,,,,,BCY,,,,,,,4CABDE,,,IRELAND
EI-HIJ,,A169,,,,,,,,,,,,,,4CAC83,H2T,,IRELAND
EI-HIL,NEOS,B738,,,,,,,NOS,,,,,,,4CAC8C,,,IRELAND
EI-HIM,,B738,,,,,,,,,,,,,,4CAC8D,L2J,,IRELAND
EI-HIU,,ULAC,,,,,,,,,,,,,,4CAD90,,,IRELAND
EI-HJA,,A320,,,,,,,,,,,,,,4CADA1,L2J,,IRELAND
EI-HJB,,A320,,,,,,,,,,,,,,4CADA2,L2J,,IRELAND
EI-HJD,ITA AIRWAYS,A20N,,,,,,,ITY,,,,,,,4CADAC,L2J,ITA AIRWAYS,IRELAND
EI-HJE,ITA AIRWAYS,A20N,,,,,,,ITY,,,,,,,4CADAD,,,IRELAND
EI-HJG,,A320,,,,,,,,,,,,,,4CADB1,,,IRELAND
EI-HJH,,B738,,,,,,,,,,,,,,4CADB2,,,IRELAND
EI-HJK,,B738,,,,,,,,,,,,,,4CADB5,L2J,,IRELAND
EI-HJL,,A320,,,,,,,,,,,,,,4CADB6,,,IRELAND
EI-HJN,ITA AIRWAYS,A339,,,,,,,ITY,,,,,,,4CADC6,,,IRELAND
EI-HJO,ITA AIRWAYS,A339,,,,,,,ITY,,,,,,,4CADC7,,,IRELAND
EI-HJP,ITA AIRWAYS,A339,,,,,,,ITY,,,,,,,4CADC8,,,IRELAND
EI-HJR,ITA AIRWAYS,A339,,,,,,,ITY,,,,,,,4CADC9,,,IRELAND
EI-HJS,ITA AIRWAYS,A339,,,,,,,ITY,,,,,,,4CADCA,,,IRELAND
EI-HJT,,DA42,,,,,,,,,,,,,,4CADCF,,,IRELAND
EI-HJU,,MM16,,,,,,,,,,,,,,4CADD8,,,IRELAND
EI-HJZ,,A359,,,,,,,,,,,,,,4CAE03,,,IRELAND
EI-HKI,,TWEN,,,,,,,,,,,,,,4CAE06,,,IRELAND
EI-HKR,,B738,,,,,,,,,,,,,,4CAE20,,,IRELAND
EI-HKS,,A320,,,,,,,,,,,,,,4CAE38,,,IRELAND
EI-HKU,,A320,,,,,,,,,,,,,,4CAE3A,,,IRELAND
EI-HKW,,A20N,,,,,,,,,,,,,,4CAE3C,,,IRELAND
EI-HKX,,B738,,,,,,,,,,,,,,4CAE41,,,IRELAND
EI-HKY,,B38M,,,,,,,,,,,,,,4CAE42,,,IRELAND
EI-HKZ,,B38M,,,,,,,,,,,,,,4CAE43,,,IRELAND
EI-HLA,ITA AIRWAYS,BCS1,,,,,,,ITY,,,,,,,4CAE11,,,IRELAND
EI-HLB,ITA AIRWAYS,BCS1,,,,,,,ITY,,,,,,,4CAE12,,,IRELAND
EI-HLC,ITA AIRWAYS,BCS1,,,,,,,ITY,,,,,,,4CAE13,,,IRELAND
EI-HLD,ITA AIRWAYS,BCS1,,,,,,,ITY,,,,,,,4CAE14,,,IRELAND
EI-HLE,ITA AIRWAYS,BCS1,,,,,,,ITY,,,,,,,4CAE15,,,IRELAND
EI-HLF,,SIRA,,,,,,,,,,,,,,4CAE3E,,,IRELAND
EI-HLT,,ZZZZ,,,,,,,,,,,,,,4CAE45,,,IRELAND
EI-HLV,,A320,,,,,,,,,,,,,,4CAE4F,,,IRELAND
EI-HLX,,SIRA,,,,,,,,,,,,,,4CAE5D,,,IRELAND
EI-HMC,,SVNH,,,,,,,,,,,,,,4CAE70,,,IRELAND
EI-HMD,,SD4,,,,,,,,,,,,,,4CAE71,,,IRELAND
EI-HME,,SD4,,,,,,,,,,,,,,4CAE7E,,,IRELAND
EI-HMG,,ULAC,,,,,,,,,,,,,,4CAE7A,,,IRELAND
EI-HML,,SD4,,,,,,,,,,,,,,4CAE81,,,IRELAND
EI-HMS,,B38M,,,,,,,,,,,,,,4CAC7F,L2J,,IRELAND
EI-HMT,,B38M,,,,,,,,,,,,,,4CAD3C,L2J,,IRELAND
EI-HMV,,B38M,,,,,,,,,,,,,,4CAD3D,L2J,,IRELAND
EI-HMW,,B38M,,,,,,,,,,,,,,4CAD3E,L2J,,IRELAND
EI-HMX,RYANAIR,B38M,,,,,,,RYR,,,RYANAIR,,,,4CAD3F,L2J,,IRELAND
EI-HMY,,B38M,,,,,,,,,,,,,,4CAD64,L2J,,IRELAND
EI-HMZ,,B38M,,,,,,,,,,,,,,4CAC86,L2J,,IRELAND
EI-HNA,AER LINGUS,AT76,,,,,,,EIN,,,,,,,4CAEAD,,,IRELAND
EI-HNB,,SD4,,,,,,,,,,,,,,4CAEB2,,,IRELAND
EI-HND,,SD4,,,,,,,,,,,,,,4CAEC0,,,IRELAND
EI-HNF,,RF6,,,,,,,,,,,,,,4CAEC3,,,IRELAND
EI-HNG,ATLANTIC FLIGHT TRAINING ACADEMY,C172,,,,,,,AFZ,,,,,,,4CAEC7,,,IRELAND
