REGISTRATION,OPERATOR,TYPE,POPULAR NAME,OPERATION TYPE,EGOW FLIGHT TYPE,CAA FLIGHT TYPE,JET/PROP,CAA OPR,CAA OPR PFX,CAA LESSOR PREFIX,CAA FLIGHT,FIXED C/S,SEATS,WARNINGS,NOTES,ICAO 24,ICAO ACFT CLASS,OWNER,COUNTRY
EI-FOF,,B738,,,,,,,RYR,,,RYANAIR,,,,4CA5EB,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FOG,,B738,,,,,,,RYR,,,RYANAIR,,,,4CA5EC,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FOH,,B738,,,,,,,RYR,,,RYANAIR,,,,4CA5ED,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FOI,,B738,,,,,,,RYR,,,RYANAIR,,,,4CA5EE,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FOJ,,B738,,,,,,,RYR,,,RYANAIR,,,,4CA5EF,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FOK,,B738,,,,,,,RYR,,,RYANAIR,,,,4CA5F0,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FOL,,B738,,,,,,,RYR,,,RYANAIR,,,,4CA5F1,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FOM,,B738,,,,,,,RYR,,,RYANAIR,,,,4CA5F2,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FON,,B738,,,,,,,RYR,,,RYANAIR,,,,4CA5F3,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FOO,,B738,,,,,,,RYR,,,RYANAIR,,,,4CA5F4,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FOP,,B738,,,,,,,RYR,,,RYANAIR,,,,4CA5F5,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FOR,,B738,,,,,,,RYR,,,RYANAIR,,,,4CA5F6,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FOS,,B738,,,,,,,RYR,,,RYANAIR,,,,4CA676,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FOT,,B738,,,,,,,RYR,,,RYANAIR,,,,4CA677,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FOV,,B738,,,,,,,RYR,,,RYANAIR,,,,4CA678,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FOW,,B738,,,,,,,RYR,,,RYANAIR,,,,4CA679,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FOY,,B738,,,,,,,RYR,,,RYANAIR,,,,4CA67A,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FOZ,,B738,,,,,,,RYR,,,RYANAIR,,,,4CA67B,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FPA,,CRJ9,,,,,,,BCY,,,CITY-IRELAND,,,,4CA5FA,L2J,CITYJET DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FPB,,CRJ9,,,,,,,BCY,,,CITY-IRELAND,,,,4CA620,L2J,CITYJET DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FPC,,CRJ9,,,,,,,BCY,,,CITY-IRELAND,,,,4CA667,L2J,CITYJET DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FPD,,CRJ9,,,,,,,BCY,,,CITY-IRELAND,,,,4CA66F,L2J,CITYJET DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FPE,,CRJ9,,,,,,,BCY,,,CITY-IRELAND,,,,4CA65F,L2J,CITYJET DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FPF,LUFTHANSA,CRJ9,,,,,,,DLH,,,LUFTHANSA,,,,4CA660,L2J,CITYJET DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FPG,,CRJ9,,,,,,,BCY,,,CITY-IRELAND,,,,4CA6D9,L2J,CITYJET DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FPH,,CRJ9,,,,,,,BCY,,,CITY-IRELAND,,,,4CA6F8,L2J,CITYJET DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FPI,,CRJ9,,,,,,,BCY,,,CITY-IRELAND,,,,4CA863,L2J,CITYJET DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FPJ,,CRJ9,,,,,,,BCY,,,CITY-IRELAND,,,,4CA864,L2J,CITYJET DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FPK,,CRJ9,,,,,,,BCY,,,CITY-IRELAND,,,,4CA878,L2J,CITYJET DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FPM,,CRJ9,,,,,,,BCY,,,CITY-IRELAND,,,,4CA879,L2J,CITYJET DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FPN,,CRJ9,,,,,,,BCY,,,CITY-IRELAND,,,,4CA8B9,L2J,SCANDINAVIAN AIRLINES SYSTEM,IRELAND
EI-FPO,,CRJ9,,,,,,,BCY,,,CITY-IRELAND,,,,4CA8BA,L2J,SCANDINAVIAN AIRLINES SYSTEM,IRELAND
EI-FPP,,CRJ9,,,,,,,BCY,,,CITY-IRELAND,,,,4CA8BB,L2J,SCANDINAVIAN AIRLINES SYSTEM,IRELAND
EI-FPR,CITYJET,CRJ9,,,,,,,BCY,,,CITY-IRELAND,,,,4CACA0,L2J,,IRELAND
EI-FPS,,CRJ9,,,,,,,,,,,,,,4CAC9F,L2J,,IRELAND
EI-FPT,CITYJET,CRJ9,,,,,,,BCY,,,CITY-IRELAND,,,,4CACC8,L2J,,IRELAND
EI-FPU,SCANDINAVIAN AIRLINES,CRJ9,,,,,,,SAS,,,SCANDINAVIAN,,,,4CACC9,L2J,,IRELAND
EI-FPV,CITYJET,CRJ9,,,,,,,BCY,,,CITY-IRELAND,,,,4CACCA,L2J,,IRELAND
EI-FPW,CITYJET,CRJ9,,,,,,,BCY,,,CITY-IRELAND,,,,4CAF94,L2J,SAS,IRELAND
EI-FPX,CITYJET,CRJ9,,,,,,,BCY,,,CITY-IRELAND,,,,4CAF95,L2J,,IRELAND
EI-FRB,,B738,,,,,,,RYR,,,RYANAIR,,,,4CA67C,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FRC,,B738,,,,,,,RYR,,,RYANAIR,,,,4CA67D,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FRD,,B738,,,,,,,RYR,,,RYANAIR,,,,4CA5DC,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FRE,,B738,,,,,,,RYR,,,RYANAIR,,,,4CA5E1,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FRF,,B738,,,,,,,RYR,,,RYANAIR,,,,4CA5E2,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FRG,,B738,,,,,,,RYR,,,RYANAIR,,,,4CA658,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FRH,,B738,,,,,,,RYR,,,RYANAIR,,,,4CA659,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FRI,,B738,,,,,,,RYR,,,RYANAIR,,,,4CA65A,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FRJ,,B738,,,,,,,RYR,,,RYANAIR,,,,4CA65C,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FRK,,B738,,,,,,,RYR,,,RYANAIR,,,,4CA65D,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FRL,RYANAIR,B738,,,,,,,RYR,,,RYANAIR,,,,4CA65E,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FRM,,B738,,,,,,,RYR,,,RYANAIR,,,,4CABBC,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FRN,,B738,,,,,,,RYR,,,RYANAIR,,,,4CABBD,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FRO,,B738,,,,,,,RYR,,,RYANAIR,,,,4CABBE,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FRP,,B738,,,,,,,RYR,,,RYANAIR,,,,4CABBF,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FRR,,B738,,,,,,,RYR,,,RYANAIR,,,,4CABC0,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FRS,,B738,,,,,,,RYR,,,RYANAIR,,,,4CABC1,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FRT,,B738,,,,,,,RYR,,,RYANAIR,,,,4CABC2,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FRV,,B738,,,,,,,RYR,,,RYANAIR,,,,4CA6D1,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FRW,,B738,,,,,,,RYR,,,RYANAIR,,,,4CA6D2,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FRX,,B738,,,,,,,RYR,,,RYANAIR,,,,4CA6D3,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FRY,,B738,,,,,,,RYR,,,RYANAIR,,,,4CA726,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FRZ,,B738,,,,,,,RYR,,,RYANAIR,,,,4CA727,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FSA,,TL30,,,,,,,,,,,,,,4CA6C7,L1P,KIRRANE MARTIN JOSEPH,IRELAND
EI-FSJ,,B738,,,,,,,BPA,,,BLUE PANOROMA,,,,4CA70F,L2J,WWTAI AIROPCO II DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FSK,,AT76,,,,,,,,,,,,,,4CA6B1,L2T,STOBART AIR UNLIMITED COMPANY,IRELAND
EI-FSL,,AT76,,,,,,,,,,,,,,4CA6B2,L2T,STOBART AIR UNLIMITED COMPANY,IRELAND
EI-FSS,,B772,,,,,,,,,,,,,,4CACE8,L2J,MASL IRELAND (11) LIMITED,IRELAND
EI-FST,,C42,,,,,,,,,,,,,,4CA71C,L1P,IKARUS AVIATION IRELAND LIMITED,IRELAND
EI-FTA,,B738,,,,,,,RYR,,,RYANAIR,,,,4CA6D0,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FTB,,B738,,,,,,,RYR,,,RYANAIR,,,,4CA79A,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FTC,,B738,,,,,,,RYR,,,RYANAIR,,,,4CA79B,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FTD,,B738,,,,,,,RYR,,,RYANAIR,,,,4CA79C,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FTE,,B738,,,,,,,RYR,,,RYANAIR,,,,4CA79D,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FTF,RYANAIR,B738,,,,,,,RYR,,,RYANAIR,,,,4CA8A8,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FTG,,B738,,,,,,,RYR,,,RYANAIR,,,,4CA8A9,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FTH,,B738,,,,,,,RYR,,,RYANAIR,,,,4CA745,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FTI,,B738,,,,,,,RYR,,,RYANAIR,,,,4CA8AA,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FTJ,,B738,,,,,,,RYR,,,RYANAIR,,,,4CA8AB,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FTK,RYANAIR,B738,,,,,,,RYR,,,RYANAIR,,,,4CAB96,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FTL,,B738,,,,,,,RYR,,,RYANAIR,,,,4CAB97,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FTM,,B738,,,,,,,RYR,,,RYANAIR,,,,4CAB98,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FTN,,B738,,,,,,,RYR,,,RYANAIR,,,,4CAB99,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FTO,,B738,,,,,,,RYR,,,RYANAIR,,,,4CAB9A,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FTP,,B738,,,,,,,RYR,,,RYANAIR,,,,4CAB9B,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FTR,RYANAIR,B738,,,,,,,RYR,,,RYANAIR,,,,4CAB9C,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FTS,,B738,,,,,,,RYR,,,RYANAIR,,,,4CA78D,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FTT,,B738,,,,,,,RYR,,,RYANAIR,,,,4CA78E,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FTV,,B738,,,,,,,RYR,,,RYANAIR,,,,4CA78F,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FTW,,B738,,,,,,,RYR,,,RYANAIR,,,,4CA7B0,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FTX,,COY2,,,,,,,,,,,,,,4CAB92,L1P,BLAIR NOEL,IRELAND
EI-FTY,,B738,,,,,,,RYR,,,RYANAIR,,,,4CA7BE,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FTZ,,B738,,,,,,,RYR,,,RYANAIR,,,,4CA7C2,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FVA,,B734,,,,,,,BPA,,,BLUE PANOROMA,,,,4CA731,L2J,AEROTRON IRELAND LIMITED,IRELAND
EI-FVG,,A319,,,,,,,,,,,,,,4CA75B,L2J,ECAF I AOE 2 DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FVH,,B738,,,,,,,IBK,,,NORTRANS,,,,4CA7E5,L2J,NORWEGIAN AIR INTERNATIONAL LIMITED,IRELAND
EI-FVI,,B738,,,,,,,IBK,,,NORTRANS,,,,4CA7E6,L2J,NORWEGIAN AIR INTERNATIONAL LIMITED,IRELAND
EI-FVJ,,B738,,,,,,,IBK,,,NORTRANS,,,,4CA7E7,L2J,NORWEGIAN AIR INTERNATIONAL LIMITED,IRELAND
EI-FVK,,B738,,,,,,,IBK,,,NORTRANS,,,,4CA7E8,L2J,NORWEGIAN AIR INTERNATIONAL LIMITED,IRELAND
EI-FVL,NORWEGIAN AIR INTERNATIONAL,B738,,,,,,,IBK,,,NORTRANS,,,,4CA7E9,L2J,NORWEGIAN AIR INTERNATIONAL LIMITED,IRELAND
EI-FVM,,B738,,,,,,,IBK,,,NORTRANS,,,,4CA7A4,L2J,NORWEGIAN AIR INTERNATIONAL LIMITED,IRELAND
EI-FVN,,B738,,,,,,,IBK,,,NORTRANS,,,,4CA7A5,L2J,NORWEGIAN AIR INTERNATIONAL LIMITED,IRELAND
EI-FVO,,B738,,,,,,,IBK,,,NORTRANS,,,,4CA7AD,L2J,NORWEGIAN AIR INTERNATIONAL LIMITED,IRELAND
EI-FVP,,B738,,,,,,,IBK,,,NORTRANS,,,,4CA7AE,L2J,NORWEGIAN AIR INTERNATIONAL LIMITED,IRELAND
EI-FVR,,B738,,,,,,,IBK,,,NORTRANS,,,,4CA948,L2J,NORWEGIAN AIR INTERNATIONAL LIMITED,IRELAND
EI-FVS,,B738,,,,,,,IBK,,,NORTRANS,,,,4CA949,L2J,NORWEGIAN AIR INTERNATIONAL LIMITED,IRELAND
EI-FVT,,B738,,,,,,,IBK,,,NORTRANS,,,,4CA94A,L2J,NORWEGIAN AIR INTERNATIONAL LIMITED,IRELAND
EI-FVU,,B738,,,,,,,IBK,,,NORTRANS,,,,4CA94B,L2J,NORWEGIAN AIR INTERNATIONAL,IRELAND
EI-FVV,,B738,,,,,,,IBK,,,NORTRANS,,,,4CA94C,L2J,NORWEGIAN AIR INTERNATIONAL,IRELAND
EI-FVW,,B738,,,,,,,IBK,,,NORTRANS,,,,4CA94D,L2J,NORWEGIAN AIR INTERNATIONAL,IRELAND
EI-FVX,,B738,,,,,,,IBK,,,NORTRANS,,,,4CA867,L2J,NORWEGIAN AIR INTERNATIONAL,IRELAND
EI-FVY,NORWEGIAN AIR INTERNATIONAL,B738,,,,,,,IBK,,,NORTRANS,,,,4CA681,L2J,,IRELAND
EI-FWA,,SU95,,,,,,,BCY,,,CITY-IRELAND,,,,4CA6C5,L2J,CITYJET DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FWB,,SU95,,,,,,,BCY,,,CITY-IRELAND,,,,4CA6E3,L2J,CITYJET DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FWC,,SU95,,,,,,,BCY,,,CITY-IRELAND,,,,4CA756,L2J,CITYJET DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FWD,,B738,,,,,,,,,,,,,,4CA819,L2J,CITYJET DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FWE,,SU95,,,,,,,BCY,,,CITY-IRELAND,,,,4CA829,L2J,CITYJET DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FWF,,SU95,,,,,,,BCY,,,CITY-IRELAND,,,,4CA869,L2J,BRUSSELS AIRLINES,IRELAND
EI-FXA,,AT43,,,,,,,,,,,,,,4CA282,L2T,ASL AIRLINES (IRELAND) LIMITED,IRELAND
EI-FXB,,AT43,,,,,,,,,,,,,,4CA283,L2T,ASL AIRLINES (IRELAND) LIMITED,IRELAND
EI-FXC,,AT43,,,,,,,,,,,,,,4CA284,L2T,ASL AIRLINES (IRELAND) LIMITED,IRELAND
EI-FXD,,AT43,,,,,,,,,,,,,,4CA285,L2T,ASL AIRLINES (IRELAND) LIMITED,IRELAND
EI-FXE,,AT43,,,,,,,,,,,,,,4CA286,L2T,ASL AIRLINES (IRELAND) LIMITED,IRELAND
EI-FXG,,AT72,,,,,,,,,,,,,,4CA2C5,L2T,ASL AIRLINES (IRELAND) LIMITED,IRELAND
EI-FXH,,AT72,,,,,,,,,,,,,,4CA30E,L2T,ASL AIRLINES (IRELAND) LIMITED,IRELAND
EI-FXI,,AT72,,,,,,,,,,,,,,4CA510,L2T,ASL AIRLINES (IRELAND) LIMITED,IRELAND
EI-FXJ,,AT72,,,,,,,,,,,,,,4CA5D0,L2T,ASL AIRLINES (IRELAND) LIMITED,IRELAND
EI-FXK,ASL AIRLINES IRELAND,AT72,,,,,,,ABR,,,CONTRACT,,,,4CA60B,L2T,ASL AIRLINES (IRELAND) LIMITED,IRELAND
EI-FXL,,R44,,,,,,,,,,,,,,4CA78A,H1P,SKYWEST AVIATION LIMITED,IRELAND
EI-FXM,,A319,,,,,,,VOE,,,,,,,4CA78B,L2J,AERCAP IRELAND LIMITED,IRELAND
EI-FXN,,A319,,,,,,,VOE,,,,,,,4CA76B,L2J,CELESTIAL AVIATION TRADING 34 LIMITED,IRELAND
EI-FXP,,A319,,,,,,,VOE,,,,,,,4CA776,L2J,CELESTIAL AVIATION TRADING 34 LIMITED,IRELAND
EI-FXV,,SKRA,,,,,,,,,,,,,,4CA7C9,L1P,SKYBOUND AIR SPORTS LIMITED,IRELAND
EI-FXW,,SKRA,,,,,,,,,,,,,,4CA7CA,L1P,MARNANE PAT,IRELAND
EI-FXZ,,NG4,,,,,,,,,,,,,,4CA7A1,L1P,FLY HUBAIR LIMITED,IRELAND
EI-FYA,,B38M,,,,,,,IBK,,,NORTRANS,,,,4CABA4,L2J,NORWEGIAN AIR INTERNATIONAL,IRELAND
EI-FYB,,B38M,,,,,,,IBK,,,NORTRANS,,,,4CABA5,L2J,NORWEGIAN AIR INTERNATIONAL,IRELAND
EI-FYC,,B38M,,,,,,,IBK,,,NORTRANS,,,,4CABA6,L2J,NORWEGIAN AIR INTERNATIONAL,IRELAND
EI-FYD,,B38M,,,,,,,IBK,,,NORTRANS,,,,4CABA7,L2J,NORWEGIAN AIR INTERNATIONAL,IRELAND
EI-FYE,,B38M,,,,,,,IBK,,,NORTRANS,,,,4CABA8,L2J,NORWEGIAN AIR INTERNATIONAL,IRELAND
EI-FYF,,B38M,,,,,,,IBK,,,NORTRANS,,,,4CABA9,L2J,NORWEGIAN AIR INTERNATIONAL,IRELAND
EI-FYI,,B38M,,,,,,,,,,,,,,4CAFC8,L2J,,IRELAND
EI-FZA,,B738,,,,,,,RYR,,,RYANAIR,,,,4CA7C4,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FZB,,B738,,,,,,,RYR,,,RYANAIR,,,,4CAB9D,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FZC,,B738,,,,,,,RYR,,,RYANAIR,,,,4CAB9E,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FZD,,B738,,,,,,,RYR,,,RYANAIR,,,,4CAB9F,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FZE,,B738,,,,,,,RYR,,,RYANAIR,,,,4CABA0,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FZF,,B738,,,,,,,RYR,,,RYANAIR,,,,4CABA1,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FZG,,B738,,,,,,,RYR,,,RYANAIR,,,,4CABA2,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FZH,,B738,,,,,,,RYR,,,RYANAIR,,,,4CABA3,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FZI,,B738,,,,,,,RYR,,,RYANAIR,,,,4CAB6D,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FZJ,,B738,,,,,,,RYR,,,RYANAIR,,,,4CAB6E,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FZK,,B738,,,,,,,RYR,,,RYANAIR,,,,4CAB6F,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FZL,,B738,,,,,,,RYR,,,RYANAIR,,,,4CAB70,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FZM,,B738,,,,,,,RYR,,,RYANAIR,,,,4CAB71,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FZN,,B738,,,,,,,RYR,,,RYANAIR,,,,4CAB72,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FZO,,B738,,,,,,,RYR,,,RYANAIR,,,,4CAB74,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FZP,,B738,,,,,,,RYR,,,RYANAIR,,,,4CAB73,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FZR,,B738,,,,,,,RYR,,,RYANAIR,,,,4CABAA,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FZS,,B738,,,,,,,RYR,,,RYANAIR,,,,4CABAB,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FZT,,B738,,,,,,,RYR,,,RYANAIR,,,,4CABAC,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FZV,,B738,,,,,,,RYR,,,RYANAIR,,,,4CABAD,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FZW,,B738,,,,,,,RYR,,,RYANAIR,,,,4CABAE,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FZX,,B738,,,,,,,RYR,,,RYANAIR,,,,4CABAF,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-FZY,,B738,,,,,,,RYR,,,RYANAIR,,,,4CABB0,L2J,RYANAIR,IRELAND
EI-FZZ,,B738,,,,,,,RYR,,,RYANAIR,,,,4CABB1,L2J,RYANAIR,IRELAND
EI-GAJ,,A333,,,,,,,EIN,,,SHAMROCK,,,,4CA7D8,L2J,AER LINGUS LIMITED,IRELAND
EI-GAL,,A320,,,,,,,EIN,,,SHAMROCK,,,,4CA836,L2J,CELESTIAL AVIATION TRADING 30 LIMITED,IRELAND
EI-GAM,,A320,,,,,,,EIN,,,SHAMROCK,,,,4CA837,L2J,AER LINGUS,IRELAND
EI-GAU,,A319,,,,,,,VOE,,,,,,,4CA822,L2J,CELESTIAL AVIATION TRADING 34 LIMITED,IRELAND
EI-GAW,,B738,,,,,,,BPA,,,BLUE PANOROMA,,,,4CA896,L2J,BLUE PANORAMA AIRLINES,IRELAND
EI-GAX,,B738,,,,,,,BPA,,,BLUE PANOROMA,,,,4CA897,L2J,BLUE PANORAMA AIRLINES,IRELAND
EI-GAZ,,E195,,,,,,,,,,,,,,4CA8A2,L2J,CELESTIAL AVIATION TRADING 5 LIMITED,IRELAND
EI-GBB,,B738,,,,,,,IBK,,,NORTRANS,,,,4CA7F2,L2J,NORWEGIAN AIR INTERNATIONAL LIMITED,IRELAND
EI-GBF,,B738,,,,,,,IBK,,,NORTRANS,,,,4CA89B,L2J,NORWEGIAN AIR INTERNATIONAL LIMITED,IRELAND
EI-GBG,,B738,,,,,,,IBK,,,NORTRANS,,,,4CA89C,L2J,NORWEGIAN AIR INTERNATIONAL LIMITED,IRELAND
EI-GBI,,B738,,,,,,,IBK,,,NORTRANS,,,,4CA80A,L2J,NORWEGIAN AIR INTERNATIONAL LIMITED,IRELAND
EI-GCA,,E195,,,,,,,,,,,,,,4CA8A3,L2J,CELESTIAL AVIATION TRADING 69 LIMITED,IRELAND
EI-GCB,,E190,,,,,,,,,,,,,,4CA8A4,L2J,CELESTIAL AVIATION TRADING 5 LIMITED,IRELAND
EI-GCC,,A342,,,,,,,,,,,,,,4CA840,L4J,MASL IRELAND (35) LIMITED,IRELAND
EI-GCF,AER LINGUS LIMITED - IRELAND,A333,,,,,,,EIN,,,SHAMROCK,,,,4CA86E,L2J,AER LINGUS,IRELAND
EI-GCJ,,CRUZ,,,,,,,,,,,,,,4CA876,L1P,PRIVATE,IRELAND
EI-GCO,,A320,,,,,,,,,,,,,,4CAC9C,L2J,AIRASIA INDIA,IRELAND
EI-GCR,,A189,,,,,,,,,,,,,,4CAC9E,H2T,,IRELAND
EI-GCT,,ZEPH,,,,,,,,,,,,,,4CACB2,L1P,,IRELAND
EI-GCV,,B737,,,,,,,,,,,,,,4CACB7,L2J,,IRELAND
EI-GDA,,B738,,,,,,,RYR,,,RYANAIR,,,,4CABB2,L2J,RYANAIR,IRELAND
EI-GDB,,B738,,,,,,,RYR,,,RYANAIR,,,,4CABB3,L2J,RYANAIR,IRELAND
EI-GDC,,B738,,,,,,,RYR,,,RYANAIR,,,,4CABB4,L2J,RYANAIR,IRELAND
EI-GDD,,B738,,,,,,,RYR,,,RYANAIR,,,,4CABB5,L2J,RYANAIR,IRELAND
EI-GDE,,B738,,,,,,,RYR,,,RYANAIR,,,,4CABB6,L2J,RYANAIR,IRELAND
EI-GDF,,B738,,,,,,,RYR,,,RYANAIR,,,,4CABB7,L2J,RYANAIR,IRELAND
EI-GDJ,,J4,,,,,,,,,,,,,,4CAB2E,L1P,BALLYBOUGHAL J4 FLYING GROUP,IRELAND
EI-GDW,,B738,,,,,,,,,,,,,,4CAC9A,L2J,,IRELAND
